State,Cause Name,Year,Deaths,Age-adjusted Death Rate
New Jersey,Stroke,2012,3440,32.7
New Mexico,Stroke,2012,677,30.3
New York,Stroke,2012,6139,26.6
North Carolina,Stroke,2012,4410,42.8
North Dakota,Stroke,2012,343,37.3
Ohio,Stroke,2012,5788,41.2
Oklahoma,Stroke,2012,1893,45.7
Oregon,Stroke,2012,1763,37.5
Pennsylvania,Stroke,2012,6546,37.4
Rhode Island,Stroke,2012,433,30.6
South Carolina,Stroke,2012,2349,45.9
South Dakota,Stroke,2012,408,37.4
Tennessee,Stroke,2012,3120,44.9
Texas,Stroke,2012,9305,41.8
United States,Stroke,2012,128546,36.9
Utah,Stroke,2012,809,37.8
Vermont,Stroke,2012,281,35.9
Virginia,Stroke,2012,3394,40.7
Washington,Stroke,2012,2513,34.3
West Virginia,Stroke,2012,1140,47.9
Wisconsin,Stroke,2012,2520,36.0
Wyoming,Stroke,2012,205,34.9
Alabama,CLRD,2012,3015,55.2
Alaska,CLRD,2012,189,40.9
Arizona,CLRD,2012,3221,43.6
Arkansas,CLRD,2012,1910,55.8
California,CLRD,2012,12963,34.5
Colorado,CLRD,2012,2239,46.7
Connecticut,CLRD,2012,1387,30.9
Delaware,CLRD,2012,420,39.1
District of Columbia,CLRD,2012,139,23.5
Florida,CLRD,2012,10585,38.4
Georgia,CLRD,2012,3977,45.0
Hawaii,CLRD,2012,312,17.7
Idaho,CLRD,2012,754,46.0
Illinois,CLRD,2012,5313,38.6
Indiana,CLRD,2012,3962,55.5
Iowa,CLRD,2012,1824,46.8
Kansas,CLRD,2012,1687,51.8
Kentucky,CLRD,2012,3100,64.2
Louisiana,CLRD,2012,2074,44.5
Maine,CLRD,2012,817,45.4
Maryland,CLRD,2012,1981,32.3
Massachusetts,CLRD,2012,2520,31.7
Michigan,CLRD,2012,5251,45.2
Minnesota,CLRD,2012,2124,35.3
Mississippi,CLRD,2012,1729,54.7
Missouri,CLRD,2012,3650,51.7
Montana,CLRD,2012,605,48.6
Nebraska,CLRD,2012,1052,48.9
Nevada,CLRD,2012,1370,52.0
New Hampshire,CLRD,2012,674,43.5
New Jersey,CLRD,2012,3271,31.7
New Mexico,CLRD,2012,965,42.5
New York,CLRD,2012,7034,31.1
North Carolina,CLRD,2012,4844,46.4
North Dakota,CLRD,2012,306,35.3
Ohio,CLRD,2012,7070,51.2
Oklahoma,CLRD,2012,2585,61.4
Oregon,CLRD,2012,1915,42.2
Pennsylvania,CLRD,2012,6550,38.8
Rhode Island,CLRD,2012,504,36.9
South Carolina,CLRD,2012,2467,46.9
South Dakota,CLRD,2012,481,45.7
Tennessee,CLRD,2012,3695,51.8
Texas,CLRD,2012,9524,42.7
United States,CLRD,2012,143489,41.5
Utah,CLRD,2012,663,30.6
Vermont,CLRD,2012,364,46.3
Virginia,CLRD,2012,3070,36.9
Washington,CLRD,2012,2955,41.0
West Virginia,CLRD,2012,1524,62.4
Wisconsin,CLRD,2012,2524,37.1
Wyoming,CLRD,2012,334,55.8
Alabama,Diabetes,2012,1300,23.9
Alaska,Diabetes,2012,107,18.8
Arizona,Diabetes,2012,1736,23.4
Arkansas,Diabetes,2012,833,24.6
California,Diabetes,2012,7895,20.7
Colorado,Diabetes,2012,797,15.9
Connecticut,Diabetes,2012,631,14.2
Delaware,Diabetes,2012,241,22.3
District of Columbia,Diabetes,2012,145,24.1
Florida,Diabetes,2012,5092,19.2
Georgia,Diabetes,2012,2088,22.6
Hawaii,Diabetes,2012,277,16.2
Idaho,Diabetes,2012,371,22.9
Illinois,Diabetes,2012,2706,19.2
Indiana,Diabetes,2012,1860,25.9
Iowa,Diabetes,2012,692,17.6
Kansas,Diabetes,2012,639,19.6
Kentucky,Diabetes,2012,1256,25.9
Louisiana,Diabetes,2012,1290,26.9
Maine,Diabetes,2012,380,21.3
Maryland,Diabetes,2012,1218,19.2
Massachusetts,Diabetes,2012,1099,13.6
Michigan,Diabetes,2012,2685,23.0
Minnesota,Diabetes,2012,1165,19.1
Mississippi,Diabetes,2012,1050,32.6
Missouri,Diabetes,2012,1377,19.6
Montana,Diabetes,2012,233,19.1
Nebraska,Diabetes,2012,442,20.7
Nevada,Diabetes,2012,438,15.9
New Hampshire,Diabetes,2012,275,17.5
New Jersey,Diabetes,2012,1988,19.3
New Mexico,Diabetes,2012,652,28.3
New York,Diabetes,2012,4010,17.7
North Carolina,Diabetes,2012,2409,22.6
North Dakota,Diabetes,2012,185,22.0
Ohio,Diabetes,2012,3618,26.1
Oklahoma,Diabetes,2012,1201,28.4
Oregon,Diabetes,2012,1126,24.3
Pennsylvania,Diabetes,2012,3735,22.3
Rhode Island,Diabetes,2012,198,14.7
South Carolina,Diabetes,2012,1197,22.3
South Dakota,Diabetes,2012,218,21.5
Tennessee,Diabetes,2012,1852,25.8
Texas,Diabetes,2012,5136,21.9
United States,Diabetes,2012,73932,21.2
Utah,Diabetes,2012,541,24.6
Vermont,Diabetes,2012,168,21.4
Virginia,Diabetes,2012,1603,18.6
Washington,Diabetes,2012,1650,22.4
West Virginia,Diabetes,2012,741,30.5
Wisconsin,Diabetes,2012,1289,19.0
Wyoming,Diabetes,2012,97,15.9
Alabama,Heart disease,2012,12036,225.1
Alaska,Heart disease,2012,708,136.5
Arizona,Heart disease,2012,10689,145.5
Arkansas,Heart disease,2012,7407,218.6
California,Heart disease,2012,59371,153.3
Colorado,Heart disease,2012,6311,127.3
Connecticut,Heart disease,2012,7282,155.3
Delaware,Heart disease,2012,1790,168.8
District of Columbia,Heart disease,2012,1298,213.0
Florida,Heart disease,2012,42125,153.0
Georgia,Heart disease,2012,15825,177.6
Hawaii,Heart disease,2012,2430,135.2
Idaho,Heart disease,2012,2515,150.9
Illinois,Heart disease,2012,24667,172.7
Indiana,Heart disease,2012,13675,188.4
Iowa,Heart disease,2012,7005,170.4
Kansas,Heart disease,2012,5366,158.2
Kentucky,Heart disease,2012,10024,208.2
Louisiana,Heart disease,2012,10074,213.1
Maine,Heart disease,2012,2623,145.9
Maryland,Heart disease,2012,11023,174.4
Massachusetts,Heart disease,2012,11602,139.1
Michigan,Heart disease,2012,23520,197.9
Minnesota,Heart disease,2012,7496,119.2
Mississippi,Heart disease,2012,7269,231.3
Missouri,Heart disease,2012,13742,193.4
Montana,Heart disease,2012,1903,151.1
Nebraska,Heart disease,2012,3307,146.9
Nevada,Heart disease,2012,5166,192.5
New Hampshire,Heart disease,2012,2324,146.1
New Jersey,Heart disease,2012,18340,171.5
New Mexico,Heart disease,2012,3352,147.8
New York,Heart disease,2012,43795,186.5
North Carolina,Heart disease,2012,17348,166.1
North Dakota,Heart disease,2012,1368,151.6
Ohio,Heart disease,2012,26426,187.7
Oklahoma,Heart disease,2012,9198,220.4
Oregon,Heart disease,2012,6180,130.3
Pennsylvania,Heart disease,2012,30952,177.7
Rhode Island,Heart disease,2012,2360,165.2
South Carolina,Heart disease,2012,9364,180.2
South Dakota,Heart disease,2012,1668,155.4
Tennessee,Heart disease,2012,14454,203.7
Texas,Heart disease,2012,39061,171.3
United States,Heart disease,2012,599711,170.5
Utah,Heart disease,2012,3091,142.4
Vermont,Heart disease,2012,1206,150.6
Virginia,Heart disease,2012,13386,158.6
Washington,Heart disease,2012,10360,139.3
West Virginia,Heart disease,2012,4942,208.1
Wisconsin,Heart disease,2012,11282,160.7
Wyoming,Heart disease,2012,1005,167.2
Alabama,Influenza and pneumonia,2012,942,17.9
Alaska,Influenza and pneumonia,2012,52,10.0
Arizona,Influenza and pneumonia,2012,683,9.5
Arkansas,Influenza and pneumonia,2012,734,21.9
California,Influenza and pneumonia,2012,5849,15.2
Colorado,Influenza and pneumonia,2012,525,11.0
Connecticut,Influenza and pneumonia,2012,558,11.8
Delaware,Influenza and pneumonia,2012,121,11.3
District of Columbia,Influenza and pneumonia,2012,76,12.1
Florida,Influenza and pneumonia,2012,2338,8.5
Georgia,Influenza and pneumonia,2012,1390,16.4
Hawaii,Influenza and pneumonia,2012,394,20.8
Idaho,Influenza and pneumonia,2012,189,11.3
Illinois,Influenza and pneumonia,2012,2323,16.3
Indiana,Influenza and pneumonia,2012,973,13.5
Iowa,Influenza and pneumonia,2012,664,15.6
Kansas,Influenza and pneumonia,2012,624,18.0
Kentucky,Influenza and pneumonia,2012,879,18.7
Louisiana,Influenza and pneumonia,2012,808,17.5
Maine,Influenza and pneumonia,2012,205,11.6
Maryland,Influenza and pneumonia,2012,986,15.8
Massachusetts,Influenza and pneumonia,2012,1356,16.1
Michigan,Influenza and pneumonia,2012,1565,13.3
Minnesota,Influenza and pneumonia,2012,674,10.6
Mississippi,Influenza and pneumonia,2012,565,18.1
Missouri,Influenza and pneumonia,2012,1213,17.0
Montana,Influenza and pneumonia,2012,155,12.2
Nebraska,Influenza and pneumonia,2012,291,12.7
Nevada,Influenza and pneumonia,2012,496,19.0
New Hampshire,Influenza and pneumonia,2012,204,12.8
New Jersey,Influenza and pneumonia,2012,1131,10.6
New Mexico,Influenza and pneumonia,2012,281,12.5
New York,Influenza and pneumonia,2012,4404,18.8
North Carolina,Influenza and pneumonia,2012,1899,18.5
North Dakota,Influenza and pneumonia,2012,133,14.3
Ohio,Influenza and pneumonia,2012,2195,15.5
Oklahoma,Influenza and pneumonia,2012,573,13.8
Oregon,Influenza and pneumonia,2012,382,8.1
Pennsylvania,Influenza and pneumonia,2012,2360,13.5
Rhode Island,Influenza and pneumonia,2012,161,11.2
South Carolina,Influenza and pneumonia,2012,726,14.4
South Dakota,Influenza and pneumonia,2012,185,16.6
Tennessee,Influenza and pneumonia,2012,1435,20.6
Texas,Influenza and pneumonia,2012,2974,13.4
United States,Influenza and pneumonia,2012,50636,14.5
Utah,Influenza and pneumonia,2012,337,15.6
Vermont,Influenza and pneumonia,2012,81,9.9
Virginia,Influenza and pneumonia,2012,1307,15.8
Washington,Influenza and pneumonia,2012,728,9.9
West Virginia,Influenza and pneumonia,2012,425,18.1
Wisconsin,Influenza and pneumonia,2012,996,14.1
Wyoming,Influenza and pneumonia,2012,91,15.7
Alabama,Suicide,2012,724,14.7
Alaska,Suicide,2012,168,23.0
Arizona,Suicide,2012,1156,17.3
Arkansas,Suicide,2012,485,16.3
California,Suicide,2012,3893,10.0
Colorado,Suicide,2012,1052,19.7
Connecticut,Suicide,2012,368,9.9
Delaware,Suicide,2012,125,13.2
District of Columbia,Suicide,2012,37,5.7
Florida,Suicide,2012,3002,14.4
Georgia,Suicide,2012,1168,11.7
Hawaii,Suicide,2012,190,13.1
Idaho,Suicide,2012,297,19.0
Illinois,Suicide,2012,1292,9.8
Indiana,Suicide,2012,940,14.3
Iowa,Suicide,2012,383,12.7
Kansas,Suicide,2012,502,17.4
Kentucky,Suicide,2012,724,16.2
Louisiana,Suicide,2012,567,12.4
Maine,Suicide,2012,209,14.5
Maryland,Suicide,2012,583,9.5
Massachusetts,Suicide,2012,604,8.7
Michigan,Suicide,2012,1261,12.5
Minnesota,Suicide,2012,656,12.0
Mississippi,Suicide,2012,410,14.0
Missouri,Suicide,2012,914,14.9
Montana,Suicide,2012,233,22.6
Nebraska,Suicide,2012,232,12.5
Nevada,Suicide,2012,524,18.2
New Hampshire,Suicide,2012,202,14.1
New Jersey,Suicide,2012,683,7.4
New Mexico,Suicide,2012,442,21.3
New York,Suicide,2012,1708,8.3
North Carolina,Suicide,2012,1286,12.7
North Dakota,Suicide,2012,105,15.2
Ohio,Suicide,2012,1542,13.0
Oklahoma,Suicide,2012,670,17.6
Oregon,Suicide,2012,724,17.8
Pennsylvania,Suicide,2012,1647,12.4
Rhode Island,Suicide,2012,105,9.5
South Carolina,Suicide,2012,673,13.7
South Dakota,Suicide,2012,141,16.8
Tennessee,Suicide,2012,978,14.6
Texas,Suicide,2012,3037,11.9
United States,Suicide,2012,40600,12.6
Utah,Suicide,2012,550,21.0
Vermont,Suicide,2012,87,13.0
Virginia,Suicide,2012,1063,12.7
Washington,Suicide,2012,1038,14.5
West Virginia,Suicide,2012,326,17.1
Wisconsin,Suicide,2012,723,12.4
Wyoming,Suicide,2012,171,29.6
Alabama,Cancer,2012,10276,185.2
Alaska,Cancer,2012,925,166.5
Arizona,Cancer,2012,11085,148.6
Arkansas,Cancer,2012,6540,189.1
California,Cancer,2012,57676,150.9
Colorado,Cancer,2012,7306,143.1
Connecticut,Cancer,2012,6681,152.0
Delaware,Cancer,2012,1935,177.0
District of Columbia,Cancer,2012,1081,178.8
Florida,Cancer,2012,42188,158.8
Georgia,Cancer,2012,16021,169.1
Hawaii,Cancer,2012,2284,134.5
Idaho,Cancer,2012,2572,152.0
Illinois,Cancer,2012,24562,175.6
Indiana,Cancer,2012,13368,184.4
Iowa,Cancer,2012,6438,168.6
Kansas,Cancer,2012,5429,168.2
Kentucky,Cancer,2012,10012,201.5
Louisiana,Cancer,2012,9308,190.7
Maine,Cancer,2012,3226,179.3
Maryland,Cancer,2012,10525,165.6
Massachusetts,Cancer,2012,12864,163.3
Michigan,Cancer,2012,20496,174.8
Minnesota,Cancer,2012,9424,155.9
Mississippi,Cancer,2012,6499,200.4
Missouri,Cancer,2012,12919,182.3
Montana,Cancer,2012,1954,155.1
Nebraska,Cancer,2012,3479,164.7
Nevada,Cancer,2012,4610,163.6
New Hampshire,Cancer,2012,2660,167.8
New Jersey,Cancer,2012,16485,160.3
New Mexico,Cancer,2012,3462,148.1
New York,Cancer,2012,35882,159.4
North Carolina,Cancer,2012,18405,170.2
North Dakota,Cancer,2012,1253,150.7
Ohio,Cancer,2012,25261,182.7
Oklahoma,Cancer,2012,8040,189.9
Oregon,Cancer,2012,7832,168.0
Pennsylvania,Cancer,2012,28909,175.5
Rhode Island,Cancer,2012,2148,163.5
South Carolina,Cancer,2012,9728,178.8
South Dakota,Cancer,2012,1630,163.0
Tennessee,Cancer,2012,13765,187.6
Texas,Cancer,2012,38142,160.3
United States,Cancer,2012,582623,166.5
Utah,Cancer,2012,2876,128.2
Vermont,Cancer,2012,1325,165.0
Virginia,Cancer,2012,14294,165.0
Washington,Cancer,2012,11952,161.4
West Virginia,Cancer,2012,4684,191.8
Wisconsin,Cancer,2012,11252,166.3
Wyoming,Cancer,2012,955,154.2
Alabama,Kidney disease,2012,1035,19.4
Alaska,Kidney disease,2012,44,9.5
Arizona,Kidney disease,2012,414,5.7
Arkansas,Kidney disease,2012,674,19.8
California,Kidney disease,2012,2728,7.2
Colorado,Kidney disease,2012,428,8.9
Connecticut,Kidney disease,2012,569,12.4
Delaware,Kidney disease,2012,139,12.7
District of Columbia,Kidney disease,2012,44,7.2
Florida,Kidney disease,2012,2912,10.6
Georgia,Kidney disease,2012,1612,18.4
Hawaii,Kidney disease,2012,199,11.2
Idaho,Kidney disease,2012,148,8.8
Illinois,Kidney disease,2012,2392,17.0
Indiana,Kidney disease,2012,1221,16.9
Iowa,Kidney disease,2012,322,7.9
Kansas,Kidney disease,2012,600,17.7
Kentucky,Kidney disease,2012,933,19.6
Louisiana,Kidney disease,2012,1138,24.3
Maine,Kidney disease,2012,257,14.3
Maryland,Kidney disease,2012,704,11.3
Massachusetts,Kidney disease,2012,1271,15.5
Michigan,Kidney disease,2012,1586,13.5
Minnesota,Kidney disease,2012,669,10.8
Mississippi,Kidney disease,2012,692,22.2
Missouri,Kidney disease,2012,1259,17.8
Montana,Kidney disease,2012,100,8.0
Nebraska,Kidney disease,2012,217,9.8
Nevada,Kidney disease,2012,385,14.4
New Hampshire,Kidney disease,2012,161,10.2
New Jersey,Kidney disease,2012,1431,13.6
New Mexico,Kidney disease,2012,285,12.6
New York,Kidney disease,2012,2240,9.8
North Carolina,Kidney disease,2012,1656,15.9
North Dakota,Kidney disease,2012,117,13.3
Ohio,Kidney disease,2012,2056,14.8
Oklahoma,Kidney disease,2012,554,13.4
Oregon,Kidney disease,2012,320,6.9
Pennsylvania,Kidney disease,2012,2736,15.8
Rhode Island,Kidney disease,2012,135,9.7
South Carolina,Kidney disease,2012,860,16.4
South Dakota,Kidney disease,2012,58,5.6
Tennessee,Kidney disease,2012,933,13.4
Texas,Kidney disease,2012,3525,15.6
United States,Kidney disease,2012,45622,13.1
Utah,Kidney disease,2012,270,12.4
Vermont,Kidney disease,2012,21,2.6
Virginia,Kidney disease,2012,1523,18.3
Washington,Kidney disease,2012,482,6.6
West Virginia,Kidney disease,2012,471,19.7
Wisconsin,Kidney disease,2012,1024,14.8
Wyoming,Kidney disease,2012,72,12.3
Alabama,Unintentional injuries,2011,2662,54.4
Alaska,Unintentional injuries,2011,385,57.3
Arizona,Unintentional injuries,2011,3096,46.8
Arkansas,Unintentional injuries,2011,1510,50.2
California,Unintentional injuries,2011,10824,28.3
Colorado,Unintentional injuries,2011,2330,46.5
Connecticut,Unintentional injuries,2011,1339,33.3
Delaware,Unintentional injuries,2011,338,36.4
District of Columbia,Unintentional injuries,2011,185,29.4
Florida,Unintentional injuries,2011,8901,42.0
Georgia,Unintentional injuries,2011,3785,40.2
Hawaii,Unintentional injuries,2011,517,34.4
Idaho,Unintentional injuries,2011,710,44.7
Illinois,Unintentional injuries,2011,4166,31.6
Indiana,Unintentional injuries,2011,2699,40.6
Iowa,Unintentional injuries,2011,1369,39.6
Kansas,Unintentional injuries,2011,1333,43.8
Kentucky,Unintentional injuries,2011,2608,59.5
Louisiana,Unintentional injuries,2011,2091,45.8
Maine,Unintentional injuries,2011,574,38.3
Maryland,Unintentional injuries,2011,1569,26.1
Massachusetts,Unintentional injuries,2011,2224,30.7
Tennessee,All causes,2007,57087,905.4
Michigan,Unintentional injuries,2011,3951,38.0
Minnesota,Unintentional injuries,2011,2319,39.9
Mississippi,Unintentional injuries,2011,1724,57.9
Missouri,Unintentional injuries,2011,3169,50.5
Montana,Unintentional injuries,2011,609,56.8
Nebraska,Unintentional injuries,2011,678,33.6
Nevada,Unintentional injuries,2011,1155,42.8
New Hampshire,Unintentional injuries,2011,553,38.4
New Jersey,Unintentional injuries,2011,2685,28.6
New Mexico,Unintentional injuries,2011,1336,64.4
New York,Unintentional injuries,2011,5537,26.4
North Carolina,Unintentional injuries,2011,4297,43.8
North Dakota,Unintentional injuries,2011,298,39.1
Ohio,Unintentional injuries,2011,5275,43.4
Oklahoma,Unintentional injuries,2011,2261,58.8
Oregon,Unintentional injuries,2011,1722,40.6
Pennsylvania,Unintentional injuries,2011,6216,44.4
Rhode Island,Unintentional injuries,2011,541,44.6
South Carolina,Unintentional injuries,2011,2285,48.2
South Dakota,Unintentional injuries,2011,411,45.0
Tennessee,Unintentional injuries,2011,3485,53.3
Texas,Unintentional injuries,2011,9410,38.7
United States,Unintentional injuries,2011,126438,39.1
Utah,Unintentional injuries,2011,1058,42.9
Vermont,Unintentional injuries,2011,301,42.4
Virginia,Unintentional injuries,2011,2809,34.4
Washington,Unintentional injuries,2011,2709,38.1
West Virginia,Unintentional injuries,2011,1432,74.8
Wisconsin,Unintentional injuries,2011,2680,42.8
Wyoming,Unintentional injuries,2011,317,56.2
Alabama,All causes,2011,48681,933.6
Alaska,All causes,2011,3849,747.8
Arizona,All causes,2011,48381,688.9
Arkansas,All causes,2011,29653,895.3
California,All causes,2011,239942,641.3
Colorado,All causes,2011,32563,677.8
Connecticut,All causes,2011,29526,660.6
Delaware,All causes,2011,7845,764.2
District of Columbia,All causes,2011,4589,755.9
Florida,All causes,2011,173976,677.1
Georgia,All causes,2011,71248,815.7
Hawaii,All causes,2011,9923,584.9
Idaho,All causes,2011,12027,745.0
Illinois,All causes,2011,101906,737.4
Indiana,All causes,2011,58202,825.1
Iowa,All causes,2011,28184,722.7
Kansas,All causes,2011,25116,767.2
Kentucky,All causes,2011,42626,910.3
Louisiana,All causes,2011,40890,886.6
Maine,All causes,2011,13001,752.8
Maryland,All causes,2011,43745,715.8
Massachusetts,All causes,2011,53710,676.3
Michigan,All causes,2011,89508,784.2
Minnesota,All causes,2011,39820,659.2
Mississippi,All causes,2011,29278,956.1
Missouri,All causes,2011,55848,812.0
Montana,All causes,2011,9115,760.6
Nebraska,All causes,2011,15476,719.8
Nevada,All causes,2011,20343,789.7
New Hampshire,All causes,2011,10823,710.4
New Jersey,All causes,2011,70558,690.6
New Mexico,All causes,2011,16452,748.9
New York,All causes,2011,149174,665.4
North Carolina,All causes,2011,79882,790.9
North Dakota,All causes,2011,5965,697.4
Ohio,All causes,2011,111427,821.8
Oklahoma,All causes,2011,37175,910.9
Oregon,All causes,2011,32788,724.1
Pennsylvania,All causes,2011,128237,776.0
Rhode Island,All causes,2011,9581,707.3
South Carolina,All causes,2011,42072,839.5
South Dakota,All causes,2011,7314,720.6
Tennessee,All causes,2011,60541,879.0
Texas,All causes,2011,168640,751.6
United States,All causes,2011,2515458,741.3
Utah,All causes,2011,15266,699.1
Vermont,All causes,2011,5433,711.0
Virginia,All causes,2011,60804,741.6
Washington,All causes,2011,49691,690.4
West Virginia,All causes,2011,21867,953.2
Wisconsin,All causes,2011,48410,721.1
Wyoming,All causes,2011,4387,754.6
Alabama,Alzheimer's disease,2011,1486,29.7
Alaska,Alzheimer's disease,2011,72,20.5
Arizona,Alzheimer's disease,2011,2348,33.7
Arkansas,Alzheimer's disease,2011,1002,30.4
California,Alzheimer's disease,2011,11555,30.7
Colorado,Alzheimer's disease,2011,1307,29.0
Connecticut,Alzheimer's disease,2011,813,16.4
Delaware,Alzheimer's disease,2011,203,20.0
District of Columbia,Alzheimer's disease,2011,120,19.6
Florida,Alzheimer's disease,2011,4507,16.0
Georgia,Alzheimer's disease,2011,2218,28.9
Hawaii,Alzheimer's disease,2011,197,10.4
Idaho,Alzheimer's disease,2011,409,25.7
Illinois,Alzheimer's disease,2011,2910,20.4
Indiana,Alzheimer's disease,2011,2058,28.9
Iowa,Alzheimer's disease,2011,1406,32.4
Kansas,Alzheimer's disease,2011,795,22.6
Kentucky,Alzheimer's disease,2011,1459,32.5
Louisiana,Alzheimer's disease,2011,1406,32.4
Maine,Alzheimer's disease,2011,481,26.8
Maryland,Alzheimer's disease,2011,922,15.1
Massachusetts,Alzheimer's disease,2011,1819,21.2
Michigan,Alzheimer's disease,2011,2876,24.6
Minnesota,Alzheimer's disease,2011,1451,22.8
Mississippi,Alzheimer's disease,2011,975,33.6
Missouri,Alzheimer's disease,2011,1927,27.4
Montana,Alzheimer's disease,2011,258,20.7
Nebraska,Alzheimer's disease,2011,597,26.0
Nevada,Alzheimer's disease,2011,349,15.8
New Hampshire,Alzheimer's disease,2011,395,25.7
New Jersey,Alzheimer's disease,2011,1960,18.2
New Mexico,Alzheimer's disease,2011,423,19.8
New York,Alzheimer's disease,2011,2563,10.8
North Carolina,Alzheimer's disease,2011,2828,29.3
North Dakota,Alzheimer's disease,2011,410,41.5
Ohio,Alzheimer's disease,2011,4037,28.5
Oklahoma,Alzheimer's disease,2011,1130,28.2
Oregon,Alzheimer's disease,2011,1324,28.3
Pennsylvania,Alzheimer's disease,2011,3496,19.1
Rhode Island,Alzheimer's disease,2011,320,21.1
South Carolina,Alzheimer's disease,2011,1560,33.1
South Dakota,Alzheimer's disease,2011,424,36.7
Tennessee,Alzheimer's disease,2011,2589,39.5
Texas,Alzheimer's disease,2011,5415,26.6
United States,Alzheimer's disease,2011,84974,24.7
Utah,Alzheimer's disease,2011,402,20.0
Vermont,Alzheimer's disease,2011,257,32.5
Virginia,Alzheimer's disease,2011,1807,23.1
Washington,Alzheimer's disease,2011,3138,43.4
West Virginia,Alzheimer's disease,2011,610,26.2
Wisconsin,Alzheimer's disease,2011,1807,25.3
Wyoming,Alzheimer's disease,2011,153,27.7
Alabama,Stroke,2011,2568,49.4
Alaska,Stroke,2011,168,39.4
Arizona,Stroke,2011,2148,30.6
Arkansas,Stroke,2011,1692,50.6
California,Stroke,2011,13503,36.4
Colorado,Stroke,2011,1606,34.6
Connecticut,Stroke,2011,1315,28.3
Delaware,Stroke,2011,418,40.5
District of Columbia,Stroke,2011,209,34.2
Florida,Stroke,2011,8411,31.5
Georgia,Stroke,2011,3564,42.7
Hawaii,Stroke,2011,621,35.6
Idaho,Stroke,2011,623,38.8
Illinois,Stroke,2011,5372,38.6
Indiana,Stroke,2011,3127,44.2
Iowa,Stroke,2011,1432,34.9
Kansas,Stroke,2011,1338,39.7
Kentucky,Stroke,2011,2064,44.8
Louisiana,Stroke,2011,2071,45.7
Maine,Stroke,2011,630,35.8
Maryland,Stroke,2011,2306,37.8
Massachusetts,Stroke,2011,2466,30.2
Michigan,Stroke,2011,4442,38.6
Minnesota,Stroke,2011,2154,35.0
Mississippi,Stroke,2011,1526,50.6
Missouri,Stroke,2011,3033,43.4
Montana,Stroke,2011,460,37.9
Nebraska,Stroke,2011,810,36.9
Nevada,Stroke,2011,889,36.0
New Hampshire,Stroke,2011,490,32.3
New Jersey,Stroke,2011,3418,32.9
New Mexico,Stroke,2011,727,33.5
New York,Stroke,2011,6254,27.6
North Carolina,Stroke,2011,4299,43.2
North Dakota,Stroke,2011,337,37.2
Ohio,Stroke,2011,5691,41.3
Oklahoma,Stroke,2011,1864,45.8
Oregon,Stroke,2011,1913,41.6
Pennsylvania,Stroke,2011,6825,39.6
Rhode Island,Stroke,2011,404,29.4
South Carolina,Stroke,2011,2287,46.3
South Dakota,Stroke,2011,444,42.3
Tennessee,Stroke,2011,3218,47.5
Texas,Stroke,2011,9065,41.9
United States,Stroke,2011,128932,37.9
Utah,Stroke,2011,782,37.8
Vermont,Stroke,2011,227,29.4
Virginia,Stroke,2011,3347,41.7
Washington,Stroke,2011,2557,35.8
West Virginia,Stroke,2011,1049,44.8
Wisconsin,Stroke,2011,2554,37.2
Wyoming,Stroke,2011,214,37.2
Alabama,CLRD,2011,2912,55.2
Alaska,CLRD,2011,194,41.8
Arizona,CLRD,2011,3166,44.5
Arkansas,CLRD,2011,1985,58.9
California,CLRD,2011,13357,36.7
Colorado,CLRD,2011,2151,46.4
Connecticut,CLRD,2011,1415,32.1
Delaware,CLRD,2011,460,44.8
District of Columbia,CLRD,2011,151,25.4
Florida,CLRD,2011,10279,38.5
Georgia,CLRD,2011,3837,45.3
Hawaii,CLRD,2011,318,18.9
Idaho,CLRD,2011,824,51.5
Illinois,CLRD,2011,5390,39.9
Indiana,CLRD,2011,4064,57.9
Iowa,CLRD,2011,1833,47.6
Kansas,CLRD,2011,1647,51.3
Kentucky,CLRD,2011,3020,64.1
Louisiana,CLRD,2011,1904,41.5
Maine,CLRD,2011,842,48.4
Maryland,CLRD,2011,2050,34.3
Massachusetts,CLRD,2011,2651,33.9
Michigan,CLRD,2011,5192,45.5
Minnesota,CLRD,2011,2170,37.1
Mississippi,CLRD,2011,1694,55.1
Missouri,CLRD,2011,3492,50.5
Montana,CLRD,2011,637,52.9
Nebraska,CLRD,2011,1068,50.5
Nevada,CLRD,2011,1243,49.8
New Hampshire,CLRD,2011,650,43.1
New Jersey,CLRD,2011,3157,31.2
New Mexico,CLRD,2011,1024,46.2
New York,CLRD,2011,6963,31.5
North Carolina,CLRD,2011,4708,46.7
North Dakota,CLRD,2011,342,39.6
Ohio,CLRD,2011,6996,51.7
Oklahoma,CLRD,2011,2637,63.8
Oregon,CLRD,2011,2023,45.1
Pennsylvania,CLRD,2011,6627,39.7
Rhode Island,CLRD,2011,526,39.5
South Carolina,CLRD,2011,2402,47.6
South Dakota,CLRD,2011,486,47.4
Tennessee,CLRD,2011,3658,52.7
Texas,CLRD,2011,9097,42.3
United States,CLRD,2011,142943,42.5
Utah,CLRD,2011,647,30.2
Vermont,CLRD,2011,349,45.5
Virginia,CLRD,2011,3112,38.6
Washington,CLRD,2011,3080,44.0
West Virginia,CLRD,2011,1571,66.1
Wisconsin,CLRD,2011,2615,39.5
Wyoming,CLRD,2011,327,57.0
Alabama,Diabetes,2011,1278,23.9
Alaska,Diabetes,2011,107,20.6
Arizona,Diabetes,2011,1740,24.3
